#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.movie_name,ltable.year,ltable.directors,ltable.actors,ltable.critic_rating,ltable.genre,ltable.pg_rating,ltable.duration,rtable.movie_name,rtable.year,rtable.directors,rtable.actors,rtable.movie_rating,rtable.genre,rtable.duration
376,2550,1472,From Paris With Love,2010,Pierre Morel,"John Travolta,Jonathan Rhys-Meyers,Kasia Smutniak,Richard Durden,Bing Yin",2.0,"Action, Adventure, Crime, Foreign, Thriller",Rated R,92 minutes,From Paris with Love,2010,Pierre Morel,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak",6.5,"Action, Thriller",92 min 
377,2575,1452,Repo Men,2010,Miguel Sapochnik,"Jude Law,Forest Whitaker,Liev Schreiber,Alice Braga,Carice van Houten,Chandler Canterbury,Joe Pingue",2.0,"Action, Adventure, Science Fiction, Thriller",Rated R,111 minutes,Repo Men,2010,Miguel Sapochnik,"Jude Law, Forest Whitaker, Alice Braga",6.3,"Action, Crime, Sci-Fi",111 min 
378,2578,1681,Astro Boy,2009,David Bowers,"Freddie Highmore,Nicolas Cage,Kristen Bell,Nathan Lane,Eugene Levy,Matt Lucas,Bill Nighy,Donald Sutherland,Charlize Theron,Samuel L. Jackson",3.0,"Action, Animation, Family",Rated PG,94 minutes,Astro Boy,2009,David Bowers,"Freddie Highmore, Nicolas Cage, Kristen Bell",6.4,"Animation, Action, Family",94 min 
379,2579,1687,Cirque du Freak: The Vampire's Assistant,2009,Paul Weitz,"John C. Reilly,Ken Watanabe,Josh Hutcherson,Chris Massoglia",1.5,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",Rated PG-13,109 minutes,Cirque du Freak: The Vampire's Assistant,2009,Paul Weitz,"Chris Massoglia, John C. Reilly, Salma Hayek",6.0,"Action, Adventure, Fantasy",109 min 
380,2584,427,Motherhood,2009,,"Uma Thurman,Anthony Edwards,Minnie Driver,Daisy Tahan,Herself",2.0,"Comedy, Drama",Rated PG-13,89 minutes,Brotherhood,2014,Alfredo Torella,"Jeff Caponigro, Alfredo Torella, Gianluca Torella",6.4,"Action, Drama, Family",64 min 
381,2590,2034,Bronson,2009,Nicolas Winding Refn,"Tom Hardy,Hugh Ross,Juliet Oldfield,Jonny Phillips,James Lance",3.0,"Drama, Foreign",Rated R,92 minutes,Bronson,2008,Nicolas Winding Refn,"Tom Hardy, Kelly Adams, Luing Andrews",7.1,"Action, Biography, Crime",92 min 
382,2594,1773,The Box,2009,,"Cameron Diaz,James Marsden,Frank Langella",3.0,"Drama, Horror, Mystery, Thriller",Rated PG-13,115 minutes,The Boxer,2009,Thomas Jahn,"Kelly Adams, Gregor Bador, Frank Braun",5.2,"Action, Drama, Sport",94 min 
383,2605,1768,2012,2009,Roland Emmerich,"John Cusack,Amanda Peet,Chiwetel Ejiofor,Oliver Platt,Woody Harrelson,Danny Glover,Thandie Newton",3.5,"Action, Adventure, Disaster, Drama, Thriller",Rated PG-13,158 minutes,2012,2009,Roland Emmerich,"John Cusack, Thandie Newton, Chiwetel Ejiofor",5.8,"Action, Adventure, Sci-Fi",158 min 
384,2606,1806,The Boondock Saints II: All Saints Day,2009,,"Sean Patrick Flanery,Norman Reedus,Billy Connolly,Clifton Collins Jr.,Julie Benz,Peter Fonda",1.0,"Action, Adventure, Drama, Thriller",Rated R,118 minutes,The Boondock Saints II: All Saints Day,2009,Troy Duffy,"Sean Patrick Flanery, Norman Reedus, Billy Connolly",6.3,"Action, Comedy, Crime",118 min 
385,2607,5009,The Messenger,2009,Oren Moverman,"Ben Foster,Woody Harrelson,Samantha Morton,Jena Malone,Steve Buscemi,Eamonn Walker,Lisa Joyce",3.5,"Drama, History, Indie",Rated R,113 minutes,The Messenger,1986,Fred Williamson,"Fred Williamson, Christopher Connelly, Cameron Mitchell",4.4,"Action, Drama",95 min 
386,2615,116,Brothers,2009,Jim Sheridan,"Jake Gyllenhaal,Natalie Portman,Tobey Maguire,Sam Shepard,Mare Winningham",3.5,"Drama, Romance, Thriller",Rated R,104 minutes,Brothers,2015,Karan Malhotra,"Akshay Kumar, Jackie Shroff, Sidharth Malhotra",7.0,"Action, Drama, Sport",156 min 
387,2615,2234,Brothers,2009,Jim Sheridan,"Jake Gyllenhaal,Natalie Portman,Tobey Maguire,Sam Shepard,Mare Winningham",3.5,"Drama, Romance, Thriller",Rated R,104 minutes,Brothers,2007,Sung Kee Chiu,"Zhiwen Wang, Yi Huang, Rongguang Yu",6.1,"Action, Drama",100 min 
388,2617,6799,Up in the Air,2009,Jason Reitman,"George Clooney,Vera Farmiga,Anna Kendrick",4.0,"Comedy, Drama, Romance",Rated R,109 minutes,Up in the Air,1940,Howard Bretherton,"Frankie Darro, Marjorie Reynolds, Mantan Moreland",6.1,"Action, Comedy, Music",62 min 
389,2632,1714,Sherlock Holmes,2009,Guy Ritchie,"Robert Downey Jr.,Jude Law,Mark Strong,Rachel McAdams,Kelly Reilly",3.0,"Action, Adventure, Comedy, Crime, Drama, Mystery, Thriller",Rated PG-13,128 minutes,Sherlock Holmes,2009,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams",7.6,"Action, Adventure, Crime",128 min 
390,2635,1684,Daybreakers,2010,,"Ethan Hawke,Willem Dafoe,Claudia Karvan,Sam Neill,Michael Dorman",2.5,"Action, Drama, Horror, Science Fiction, Thriller",Rated R,98 minutes,Daybreakers,2009,Michael Spierig,"Ethan Hawke, Willem Dafoe, Sam Neill",6.5,"Action, Horror, Sci-Fi",98 min 
391,2646,1447,The Book of Eli,2010,"Albert,Allen Hughes","Denzel Washington,Gary Oldman,Mila Kunis,Ray Stevenson,Jennifer Beals,Tom Waits,Michael Gambon",3.0,"Action, Science Fiction, Thriller",Rated R,118 minutes,The Book of Eli,2010,Albert Hughes,"Denzel Washington, Mila Kunis, Ray Stevenson",6.9,"Action, Adventure, Drama",118 min 
392,2648,1494,The Spy Next Door,2010,Brian Levant,"Jackie Chan,Amber Valletta,Madeline Carroll,Magnus Scheving,Billy Ray Cyrus,George Lopez,Will Shadley,Alina Foley",1.5,"Action, Adventure, Comedy, Drama, Family",Rated PG,94 minutes,The Spy Next Door,2010,Brian Levant,"Jackie Chan, Amber Valletta, Billy Ray Cyrus",5.4,"Action, Comedy, Family",94 min 
393,2649,1713,Surrogates,2009,Directed,"Bruce Willis,Radha Mitchell,Rosamund Pike,Boris Kodjoe,James Francis Ginty,James Cromwell,Ving Rhames,Jack Noseworthy,Devin Ratray,Michael Cudlit",2.5,"Action, Science Fiction, Thriller",Rated PG-13,89 minutes,Surrogates,2009,Jonathan Mostow,"Bruce Willis, Radha Mitchell, Ving Rhames",6.3,"Action, Sci-Fi, Thriller",89 min 
394,2668,1769,Black Dynamite,2009,Scott Sanders,"Michael Jai White,Tommy Davidson,Bokeem Woodbine,Arsenio Hall,John Salley,Mykelti Williamson,James McManus,Nicole Sullivan",3.0,"Action, Comedy",Rated R,90 minutes,Black Dynamite,2009,Scott Sanders,"Arsenio Hall, Tommy Davidson, Phyllis Applegate",7.4,"Action, Comedy",84 min 
395,2679,1724,G.I. Joe: The Rise of Cobra,2009,Stephen Sommers,"Adewale Akinnuoye-Agbaje,Christopher Eccleston,Joseph Gordon-Levitt,Byung-hun Lee,Sienna Miller,Rachel Nichols,Ray Park,Jonathan Pryce,Said Taghmaoui,Channing Tatum,Marlon Wayans,Dennis Quaid",1.5,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,118 minutes,G.I. Joe: The Rise of Cobra,2009,Stephen Sommers,"Dennis Quaid, Channing Tatum, Marlon Wayans",5.8,"Action, Adventure, Sci-Fi",118 min 
396,2686,1748,District 9,2009,Neill Blomkamp,"Sharlto Copley,David James,Vanessa Haywood,Mandla Gaduka,Kenneth Nkosi",3.0,"Action, Foreign, Science Fiction, Thriller",Rated R,112 minutes,District 9,2009,Neill Blomkamp,"Sharlto Copley, David James, Jason Cope",8.0,"Action, Sci-Fi, Thriller",112 min 
397,2699,1934,The Baader-Meinhof Complex,2009,Uli Edel,"Bruno Ganz,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,Nadja Uhl",2.5,,Rated NR,,The Baader Meinhof Complex,2008,Uli Edel,"Martina Gedeck, Moritz Bleibtreu, Johanna Wokalek",7.4,"Action, Biography, Crime",150 min 
398,2744,1685,The Perfect Sleep,2009,Jeremy Alter,"Anton Pardoe,Roselyn Sanchez,Patrick Bauchau,Tony Amendola",1.5,"Action, Adventure, Drama, Indie, Thriller",Rated R,99 minutes,The Perfect Sleep,2009,Jeremy Alter,"Anton Pardoe, Anthony Dilio, David Beck",4.8,"Action, Drama, Romance",99 min 
399,2764,1694,Star Trek,2009,J. J. Abrams,"Chris Pine,Zachary Quinto,Leonard Nimoy,Eric Bana,Bruce Greenwood,Zoe Saldana,John Cho,Anton Yelchin,Ben Cross,Winona Ryder,Chris Hemsworth,Jennifer Morrison",2.5,"Action, Adventure, Science Fiction",Rated PG-13,127 minutes,Star Trek,2009,J.J. Abrams,"Chris Pine, Zachary Quinto, Simon Pegg",8.0,"Action, Adventure, Sci-Fi",127 min 
400,2766,2187,Battle for Terra,2009,Aristomenis Tsirbas,"Evan Rachel Wood,Luke Wilson,Justin Long,Brian Cox,James Garner,Dennis Quaid,Chris Evans,David Cross",3.0,"Action, Adventure, Animation, Family",Rated PG-13,85 minutes,Battle for Terra,2007,Aristomenis Tsirbas,"Evan Rachel Wood, Luke Wilson, Justin Long",6.7,"Animation, Action, Adventure",85 min 
401,2767,1737,Next Day Air,2009,Benny Boom,"Donald Faison,Mike Epps,Mos Def,Wood Harris,Omari Hardwick,Emilio Rivera",3.0,"Action, Adventure, Comedy, Crime",Rated R,84 minutes,Next Day Air,2009,Benny Boom,"Yasiin Bey, Mike Epps, Donald Faison",5.9,"Action, Comedy, Crime",84 min 
402,2794,1706,Monsters vs. Aliens,2009,"Rob Letterman,Conrad Vernon","Seth Rogen,Hugh Laurie,Will Arnett,Kiefer Sutherland,Rainn Wilson,Paul Rudd,Stephen Colbert",2.5,,Rated PG,,Monsters vs. Aliens,2009,Rob Letterman,"Reese Witherspoon, Rainn Wilson, Stephen Colbert",6.6,"Animation, Action, Adventure",94 min 
403,2800,626,Fast & Furious,2009,Justin Lin,"Vin Diesel,Paul Walker,Jordana Brewster,Michelle Rodriguez,John Ortiz",1.5,"Action, Adventure, Crime, Drama, Thriller",Rated PG-13,107 minutes,Fast & Furious 6,2013,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson",7.2,"Action, Crime, Thriller",130 min 
404,2800,1717,Fast & Furious,2009,Justin Lin,"Vin Diesel,Paul Walker,Jordana Brewster,Michelle Rodriguez,John Ortiz",1.5,"Action, Adventure, Crime, Drama, Thriller",Rated PG-13,107 minutes,Fast & Furious,2009,Justin Lin,"Vin Diesel, Paul Walker, Michelle Rodriguez",6.6,"Action, Crime, Drama",107 min 
405,2802,3330,Gigantic,2009,Matt Aselton,"Paul Dano,Zooey Deschanel,John Goodman,Ed Asner,Robert Stanton,Ian Roberts,Jane Alexander,Clarke Peters,Daniel Stewart Sherman",2.5,"Drama, Foreign, Indie, Romance",Rated R,88 minutes,Gigantics,1999,Sebastian Schipper,"Frank Giering, Florian Lukas, Antoine Monot Jr.",7.8,"Comedy, Drama, Romance",80 min 
406,2808,1729,Race to Witch Mountain,2009,Andy Fickman,"Dwayne Johnson,AnnaSophia Robb,Alexander Ludwig,Carla Gugino,Ciaran Hinds,Tom Everett Scott",2.5,"Adventure, Family, Fantasy, Science Fiction, Thriller",Rated PG,98 minutes,Race to Witch Mountain,2009,Andy Fickman,"Dwayne Johnson, Carla Gugino, AnnaSophia Robb",5.7,"Action, Adventure, Family",98 min 
407,2819,1742,Paul Blart: Mall Cop,2009,Steve Carr,"Kevin James,Keir O'Donnell,Shirley Knight,Bobby Cannavale",3.0,"Action, Comedy, Crime",Rated PG,91 minutes,Paul Blart: Mall Cop,2009,Steve Carr,"Kevin James, Keir O'Donnell, Jayma Mays",5.2,"Action, Comedy, Crime",91 min 
408,2823,3256,The Silence,1963,,,4.0,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencer,2000,Robert Lee,"Michael Dudikoff, Brennan Elliott, Terence Kelly",5.3,Action,92 min 
409,2823,3740,The Silence,1963,,,4.0,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencers,1996,Richard Pepin,"Jack Scalia, Dennis Christopher, Carlos Lauchu",4.7,"Action, Sci-Fi",103 min 
410,2823,6307,The Silence,1963,,,4.0,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencers,1966,Phil Karlson,"Dean Martin, Stella Stevens, Daliah Lavi",6.1,"Action, Adventure, Comedy",102 min 
411,2830,5832,The Wrestler,2008,Darren Aronofsky,"Marisa Tomei,Evan Rachel Wood,Judah Friedlander",4.0,"Drama, Romance, Sport",Rated R,109 minutes,The Wrestler,1974,James A. Westman,"Edward Asner, Elaine Giftos, Verne Gagne",5.9,"Action, Crime, Drama",95 min 
412,2831,1949,The Spirit,2008,,"Gabriel Macht,Samuel L. Jackson,Scarlett Johansson,Eva Mendes,Sarah Paulson,Paz Vega",1.0,"Action, Comedy, Crime, Science Fiction, Thriller",Rated PG-13,103 minutes,The Spirit,2008,Frank Miller,"Gabriel Macht, Samuel L. Jackson, Scarlett Johansson",4.8,"Action, Crime, Fantasy",103 min 
413,2832,1992,Defiance,2009,Edward Zwick,"Daniel Craig,Liev Schreiber,Jamie Bell,Allan Corduner,Alexa Davalos",2.5,"Action, Drama, History, War",Rated R,137 minutes,Defiance,2008,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell",7.2,"Action, Drama, History",137 min 
414,2832,5399,Defiance,2009,Edward Zwick,"Daniel Craig,Liev Schreiber,Jamie Bell,Allan Corduner,Alexa Davalos",2.5,"Action, Drama, History, War",Rated R,137 minutes,Defiance,1980,John Flynn,"Jan-Michael Vincent, Theresa Saldana, Danny Aiello",6.2,"Action, Drama, Crime",103 min 
415,2835,1914,Outlander,2009,Howard McCain,"Jim Caviezel,Sophia Myles,Jack Huston,Ron Perlman,John Hurt",2.0,"Action, Adventure, Fantasy, Science Fiction",Rated R,115 minutes,Outlander,2008,Howard McCain,"Jim Caviezel, Sophia Myles, Ron Perlman",6.3,"Action, Adventure, Sci-Fi",115 min 
416,2835,5354,Outlander,2009,Howard McCain,"Jim Caviezel,Sophia Myles,Jack Huston,Ron Perlman,John Hurt",2.0,"Action, Adventure, Fantasy, Science Fiction",Rated R,115 minutes,Outland,1981,Peter Hyams,"Sean Connery, Frances Sternhagen, Peter Boyle",6.6,"Action, Crime, Sci-Fi",112 min 
417,2845,1962,Taken,2009,Pierre Morel,"Liam Neeson,Maggie Grace,Famke Janssen,Katie Cassidy,Arben Bajraktaraj,Gerard Watkins",2.5,"Action, Crime, Foreign, Thriller",Rated PG-13,93 minutes,Taken,2008,Pierre Morel,"Liam Neeson, Maggie Grace, Famke Janssen",7.9,"Action, Thriller",93 min 
418,2848,1690,Push,2009,Paul McGuigan,"Chris Evans,Dakota Fanning,Camilla Belle,Djimon Hounsou",1.5,"Action, Science Fiction, Thriller",Rated PG-13,111 minutes,Push,2009,Paul McGuigan,"Camilla Belle, Dakota Fanning, Chris Evans",6.1,"Action, Sci-Fi, Thriller",111 min 
419,2852,1707,The International,2009,Tom Tykwer,"Clive Owen,Naomi Watts,Armin Mueller-Stahl,Brian F. O'Byrne,James Rebhorn",3.0,"Action, Adventure, Crime, Mystery, Thriller",Rated R,118 minutes,The International,2009,Tom Tykwer,"Clive Owen, Naomi Watts, Armin Mueller-Stahl",6.5,"Action, Crime, Drama",118 min 
420,2862,1736,Chandni Chowk to China,2009,Nikhil Advani,"Akshay Kumar,Deepika Padukone,Mithun Chakraborty,Ranvir Shorey,Gordon Liu,Roger Yuan",2.0,"Action, Adventure, Comedy, Drama, Foreign, Musical",Rated NR,149 minutes,Chandni Chowk to China,2009,Nikhil Advani,"Akshay Kumar, Deepika Padukone, Chia-Hui Liu",3.9,"Action, Adventure, Comedy",154 min 
421,2867,1919,Madagascar: Escape 2 Africa,2008,"Eric Darnell,Tom McGrath","Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Cedric The Entertainer,Andy Richter,Bernie Mac,Alec Baldwin,Sherri Shepherd,will.i.am",3.0,"Action, Adventure, Animation, Family",Rated PG,89 minutes,Madagascar: Escape 2 Africa,2008,Eric Darnell,"Ben Stiller, Chris Rock, David Schwimmer",6.7,"Animation, Action, Adventure",89 min 
422,2870,1948,Quantum of Solace,2008,Marc Forster,"Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Giancarlo Giannini,Gemma Arterton,Jeffrey Wright,David Harbour",2.0,"Action, Adventure, Crime, Foreign, Thriller",Rated PG-13,106 minutes,Quantum of Solace,2008,Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric",6.7,"Action, Adventure",106 min 
423,2892,1991,RocknRolla,2008,,"Gerard Butler,Tom Wilkinson,Thandie Newton,Tom Hardy,Jeremy Piven,Toby Kebbell",3.0,"Action, Adventure, Comedy, Crime, Foreign, Thriller",Rated R,114 minutes,RocknRolla,2008,Guy Ritchie,"Gerard Butler, Tom Wilkinson, Idris Elba",7.3,"Action, Crime, Thriller",114 min 
424,2902,2022,Transporter 3,2008,,,2.5,"Action, Adventure, Thriller",Rated PG-13,104 minutes,Transporter 3,2008,Olivier Megaton,"Jason Statham, Robert Knepper, Natalya Rudakova",6.1,"Action, Adventure, Crime",104 min 
425,2902,2463,Transporter 3,2008,,,2.5,"Action, Adventure, Thriller",Rated PG-13,104 minutes,Transporter 2,2005,Louis Leterrier,"Jason Statham, Amber Valletta, Kate Nauta",6.3,"Action, Crime, Thriller",87 min 
426,2905,1910,Punisher: War Zone,2008,Lexi Alexander,"Ray Stevenson,Dominic West,Doug Hutchison,Julie Benz,Wayne Knight",2.0,"Action, Adventure, Thriller",Rated R,107 minutes,Punisher: War Zone,2008,Lexi Alexander,"Ray Stevenson, Dominic West, Julie Benz",6.0,"Action, Crime, Drama",103 min 
427,2912,2499,Choke,2008,,"Sam Rockwell,Angelica Huston,Brian William Henke,Kelly MacDonald,Clark Gregg,Joel Grey",2.5,"Comedy, Drama, Indie",Rated R,89 minutes,Choker,2005,Nick Vallelonga,"Paul Sloan, Colleen Porch, Hayley DuMond",2.7,"Horror, Action, Sci-Fi",93 min 
428,2915,2003,Eagle Eye,2008,D.J. Caruso,"Shia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chilkis,Billy Bob Thornton,Anthony Mackie,Ethan Embry",2.0,"Action, Mystery, Thriller",Rated PG-13,118 minutes,Eagle Eye,2008,D.J. Caruso,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson",6.6,"Action, Mystery, Thriller",118 min 
429,2920,2000,Miracle at St. Anna,2008,Spike Lee,"Derek Luke,Michael Ealy,Laz Alonso,Omar Benson Miller,Pierfrancesco Favino,Valentina Cervi,Matteo Sciabordi,Joseph Gordon-Levitt,John Turturro,John Leguizamo,Kerry Washington,D.B. Sweeney",3.0,"Action, Drama, History",Rated R,160 minutes,Miracle at St. Anna,2008,Spike Lee,"Derek Luke, Michael Ealy, Laz Alonso",6.0,"Action, Crime, Drama",160 min 
430,2933,1911,Death Race,2008,,"Jason Statham,Joan Allen,Ian McShane,Tyrese Gibson,Natalie Martinez,Max Ryan",0.5,"Action, Science Fiction, Thriller",Rated R,105 minutes,Death Race,2008,Paul W.S. Anderson,"Jason Statham, Joan Allen, Tyrese Gibson",6.4,"Action, Sci-Fi, Thriller",105 min 
431,2936,4958,The Longshots,2008,Fred Durst,"Ice Cube,Keke Palmer,Tasha Smith,Jill Marie Jones,Matt Craven,Garrett Morris",3.0,"Drama, Family",Rated PG,94 minutes,The Longshot,1986,Paul Bartel,"Tim Conway, Jack Weston, Harvey Korman",5.4,"Action, Comedy",89 min 
432,2944,1977,Traitor,2008,Jeffrey Nachmanoff,"Don Cheadle,Guy Pearce,Said Taghmaoui,Neal McDonough,Aly Khan,Archie Panjabi,Jeff Daniels,Raad Rawi,Hassam Ghancy,Mozhan Marno",3.0,"Action, Crime, Drama, Thriller",Rated PG-13,114 minutes,Traitor,2008,Jeffrey Nachmanoff,"Don Cheadle, Guy Pearce, Archie Panjabi",7.0,"Action, Crime, Drama",114 min 
433,2946,1932,Body of Lies,2008,Ridley Scott,"Leonardo DiCaprio,Russell Crowe,Mark Strong,Golshifteh Farahani,Oscar Isaac,Simon McBurney",3.0,"Action, Adventure, Drama, Suspense, Thriller",Rated R,128 minutes,Body of Lies,2008,Ridley Scott,"Leonardo DiCaprio, Russell Crowe, Mark Strong",7.1,"Action, Drama, Thriller",128 min 
434,2969,1943,Speed Racer,2008,,"Emile Hirsch,Matthew Fox,Christina Ricci,Paulie Litt,Susan Sarandon,John Goodman",1.5,"Action, Family, Thriller",Rated PG,135 minutes,Speed Racer,2008,Andy Wachowski,"Emile Hirsch, Matthew Fox, Christina Ricci",6.1,"Action, Family, Sport",135 min 
435,2971,2178,Son of Rambow,2008,,"Bill Milner,Will Poulter,Jessica Stevenson,Ed Westwick,Neil Dudgeon,Jules Sitruk,Anna Wing",3.0,"Comedy, Foreign, Indie",Rated PG-13,96 minutes,Son of Rambow,2007,Garth Jennings,"Bill Milner, Will Poulter, Jessica Hynes",7.0,"Action, Adventure, Comedy",96 min 
436,2979,1952,The Mummy: Tomb of the Dragon Emperor,2008,Rob Cohen,"Brendan Fraser,Jet Li,Maria Bello,Michelle Yeoh,Luke Ford",3.0,"Action, Adventure, Fantasy, Thriller",Rated PG-13,112 minutes,The Mummy: Tomb of the Dragon Emperor,2008,Rob Cohen,"Brendan Fraser, Jet Li, Maria Bello",5.2,"Action, Adventure, Fantasy",112 min 
437,2987,1959,Pineapple Express,2008,David Gordon Green,"Seth Rogen,James Franco,Gary Cole,Amber Heard,Bill Hader,James Remar,Rosie Perez,Ed Begley Jr.,Nora Dunn",3.5,"Action, Comedy",Rated R,111 minutes,Pineapple Express,2008,David Gordon Green,"Seth Rogen, James Franco, Gary Cole",7.0,"Action, Comedy, Crime",111 min 
438,2990,1898,Hell Ride,2008,,"Larry Bishop,Michael Madsen,Eric Balfour,Dennis Hopper,Leonor Varela,Vinnie Jones,Julia Jones",1.0,"Action, Indie, Thriller",Rated R,84 minutes,Hell Ride,2008,Larry Bishop,"Larry Bishop, Dennis Hopper, Michael Madsen",5.1,"Action, Drama, Thriller",84 min 
439,2990,5147,Hell Ride,2008,,"Larry Bishop,Michael Madsen,Eric Balfour,Dennis Hopper,Leonor Varela,Vinnie Jones,Julia Jones",1.0,"Action, Indie, Thriller",Rated R,84 minutes,Hell Riders,1984,James Bryan,"Tina Louise, Adam West, Ross Alexander",3.4,"Action, Drama",90 min 
440,2995,1964,Tropic Thunder,2008,Ben Stiller,"Ben Stiller,Jack Black,Robert Downey Jr.,Nick Nolte,Steve Coogan,Jay Baruchel,Danny McBride,Brandon T. Jackson,Bill Hader",3.5,"Action, Comedy",Rated R,107 minutes,Tropic Thunder,2008,Ben Stiller,"Ben Stiller, Jack Black, Robert Downey Jr.",7.0,"Action, Comedy",107 min 
441,2998,2041,Star Wars: The Clone Wars,2008,Dave Filoni,"Matt Manter,Catherine Taber,James Arnold Taylor,Christopher Lee,Samuel L. Jackson",1.5,"Action, Animation, Family, Science Fiction",Rated PG,98 minutes,Star Wars: The Clone Wars,2008,Dave Filoni,"Matt Lanter, Nika Futterman, Tom Kane",5.8,"Animation, Action, Adventure",98 min 
442,3003,1908,Hancock,2008,Peter Berg,"Will Smith,Charlize Theron,Jason Bateman,Jae Head,Eddie Marsan,David Mattey",3.0,"Action, Adventure, Comedy, Fantasy, Thriller",Rated PG-13,92 minutes,Hancock,2008,Peter Berg,"Will Smith, Charlize Theron, Jason Bateman",6.4,"Action, Fantasy",92 min 
443,3006,1899,Hellboy II: The Golden Army,2008,Guillermo Del Toro,"Ron Perlman,Selma Blair,Doug Jones,John Alexander/James Dodd,Anna Walton,Luke Goss,Jeffrey Tambor",3.5,"Action, Adventure, Comedy, Fantasy, Science Fiction, Thriller",Rated PG-13,120 minutes,Hellboy II: The Golden Army,2008,Guillermo del Toro,"Ron Perlman, Selma Blair, Doug Jones",7.0,"Action, Adventure, Fantasy",120 min 
444,3009,1896,Journey to the Center of the Earth,2007,Eric Brevig,"Brendan Fraser,Josh Hutcherson,Anita Briem,Seth Meyers,Michel Pare,Jane Wheeler",2.0,"Action, Adventure, Comedy, Science Fiction",Rated PG,93 minutes,Journey to the Center of the Earth,2008,Eric Brevig,"Brendan Fraser, Josh Hutcherson, Anita Briem",5.8,"Action, Adventure, Family",93 min 
445,3019,1196,Kung Fu Panda,2008,"John Stevenson,Mark Osborne","Jack Black,Dustin Hoffman,Angelina Jolie,Ian McShane,Seth Rogen,Lucy Liu,David Cross,Randall Duk Kim,James Hong,Dan Fogler,Michael Clarke Duncan,Jackie Chan",3.0,"Animation, Family",Rated PG,90 minutes,Kung Fu Panda 2,2011,Jennifer Yuh,"Jack Black, Angelina Jolie, Jackie Chan",7.3,"Animation, Action, Adventure",91 min 
446,3019,1905,Kung Fu Panda,2008,"John Stevenson,Mark Osborne","Jack Black,Dustin Hoffman,Angelina Jolie,Ian McShane,Seth Rogen,Lucy Liu,David Cross,Randall Duk Kim,James Hong,Dan Fogler,Michael Clarke Duncan,Jackie Chan",3.0,"Animation, Family",Rated PG,90 minutes,Kung Fu Panda,2008,Mark Osborne,"Jack Black, Ian McShane, Angelina Jolie",7.6,"Animation, Action, Adventure",92 min 
447,3021,1942,The Incredible Hulk,2008,Louis Leterrier,"Edward Norton,Liv Tyler,Tim Roth,Tim Blake Nelson,William Hurt,Lou Ferrigno",2.5,"Action, Science Fiction, Thriller",Rated PG-13,114 minutes,The Incredible Hulk,2008,Louis Leterrier,"Edward Norton, Liv Tyler, Tim Roth",6.9,"Action, Adventure, Sci-Fi",112 min 
448,3028,1901,Get Smart,2008,Peter Segal,"Steve Carell,Anne Hathaway,Alan Arkin,Dwayne Johnson,Terence Stamp,James Caan,Patrick Warburton",3.5,"Action, Adventure, Comedy",Rated PG-13,110 minutes,Get Smart,2008,Peter Segal,"Steve Carell, Anne Hathaway, Alan Arkin",6.5,"Action, Adventure, Comedy",110 min 
449,3036,1929,Wanted,2008,Timur Bekmambetov,"James McAvoy,Angelina Jolie,Morgan Freeman,Terence Stamp,Thomas Kretschmann,Common,Kristen Hager",3.0,"Action, Crime, Thriller",Rated R,110 minutes,Wanted,2008,Timur Bekmambetov,"Angelina Jolie, James McAvoy, Morgan Freeman",6.7,"Action, Crime, Fantasy",110 min 
450,3042,1930,The Chronicles of Narnia: Prince Caspian,2008,Andrew Adamson,"Ben Barnes,Georgie Henley,Skandar Keynes,William Moseley,Anna Popplewell,Sergio Castellitto,Peter Dinklage,Warwick Davis,Eddie Izzard",3.0,"Action, Adventure, Family, Fantasy, Science Fiction",Rated PG,150 minutes,The Chronicles of Narnia: Prince Caspian,2008,Andrew Adamson,"Ben Barnes, Skandar Keynes, Georgie Henley",6.6,"Action, Adventure, Family",150 min 
451,3044,1894,Indiana Jones and the Kingdom of the Crystal Skull,2008,Steven Spielberg,"Harrison Ford,Cate Blanchett,Karen Allen,Shia LeBeouf,John Hurt,Jim Broadbent",3.5,"Action, Adventure",Rated PG-13,122 minutes,Indiana Jones and the Kingdom of the Crystal Skull,2008,Steven Spielberg,"Harrison Ford, Cate Blanchett, Shia LaBeouf",6.2,"Action, Adventure",122 min 
