id,movie_name,year,directors,actors,critic_rating,genre,pg_rating,duration
982,the liberator,2014,Alberto Arvelo Mendoza,"Édgar Ramírez,María Valverde,Iwan Rheon",2.5,,Rated NR,
983,left behind,2014,Vic Armstrong,"Nicolas Cage,Lea Thompson,Chad Michael Murray,Nicky Whelan,Jordin Sparks,Martin Klebba,Cassi Thompson",1.0,"Action, Science Fiction",Rated PG-13,105 minutes
984,"20,000 days on earth",2014,"Iain Forsyth,Jane Pollard",,3.5,Drama,,97 minutes
985,fort bliss,2014,Claudia Myers,"Michelle Monaghan,Emmanuelle Chriqui,Pablo Schreiber,Ron Livingston,Freddy Rodríguez,Dash Mihok",2.5,"Drama, War",,116 minutes
986,life's a breeze,2014,Lance Daly,"Kelly Thornton,Fionnula Flanagan,Pat Shortt,Eva Birthistle,David Bendito",2.0,Comedy,Rated R,83 minutes
987,the scribbler,2014,John Suits,"Sasha Grey,Katie Cassidy,Michelle Trachtenberg,Eliza Dushku,Gina Gershon,Garret Dillahunt,Kunal Nayyar",1.5,"Horror, Science Fiction, Thriller",Rated R,88 minutes
988,space station 76,2014,Jack Plotnick,"Patrick Wilson,Liv Tyler,Jerry O'Connell,Marisa Coughlan,Matt Bomer,Kali Rocha",3.0,"Comedy, Science Fiction",,94 minutes
989,a life in dirty movies,2014,Wiktor Ericsson,,3.0,Documentary,,80 minutes
990,tracks,2014,John Curran,"Mia Wasikowska,Adam Driver,Emma Booth,Jessica Tovey,Rainer Bock,Melanie Zanetti	`",3.5,"Adventure, Drama",Rated PG-13,112 minutes
991,keep on keepin’ on,2014,Alan Hicks,,3.0,Documentary,,86 minutes
992,hector and the search for happiness,2014,Peter Chelsom,"Simon Pegg,Rosamund Pike,Toni Collette,Stellan Skarsgård,Christopher Plummer,Jean Reno",1.0,Drama,Rated R,114 minutes
993,through a lens darkly: black photographers and the emergence of a people,2014,Thomas Allen Harris,,3.0,Documentary,,90 minutes
994,starred up,2014,David Mackenzie,"Jack O'Connell,Ben Mendelsohn,Rupert Friend",3.5,Drama,Rated NR,106 minutes
995,last weekend,2014,,"Patricia Clarkson,Zachary Booth,Joseph Cross",1.0,"Comedy, Drama",Rated NR,94 minutes
996,the november man,2014,Roger Donaldson,"Pierce Brosnan,Luke Bracey,Olga Kurylenko,Will Patton,Bill Smitrovich",2.0,"Action, Thriller",Rated R,108 minutes
997,patema inverted,2014,Yasuhiro Yoshiura,"Yukiyo Fujii,Shinya Fukumatsu,Masayuki Katô,Nobuhiko Okamoto,Shintarô Oohata",2.5,"Adventure, Animation, Drama, Fantasy, Science Fiction",Rated NR,98 minutes
998,the strange color of your body's tears,2014,"Hélène Cattet,Bruno Forzani","Klaus Tange,Jean-Michel Vovk,Sylvia Camarda,Sam Louwyck,Anna D'Annunzio",3.0,"Mystery, Suspense, Thriller",Rated NR,102 minutes
999,the notebook,2014,János Szász,"András Gyémánt,László Gyémánt,Piroska Molnár,Ulrich Thomsen,Ulrich Matthes",1.5,"Drama, War",Rated R,112 minutes
1000,jamie marks is dead,2014,Carter Smith,"Cameron Monaghan,Noah Silver,Morgan Saylor,Madisen Beaty,Judy Greer,Liv Tyler",2.0,Drama,Rated NR,100 minutes
1001,life of crime,2014,Daniel Schechter,"John Hawkes,Mos Def,Jennifer Aniston,Tim Robbins,Isla Fisher,Will Forte",3.0,"Comedy, Crime",Rated R,94 minutes
1002,the calling,2014,Jason Stone,"Susan Sarandon,Gil Bellows,Ellen Burstyn,Topher Grace,Donald Sutherland",1.0,Thriller,Rated R,108 minutes
1003,the congress,2014,Ari Folman,"Robin Wright,Paul Giamatti,Harvey Keitel,Kodi Smit-McPhee,Danny Huston,Frances Fisher,Michael Stahl-David,Jon Hamm",3.5,"Animation, Drama, Science Fiction",Rated NR,122 minutes
1004,the last of robin hood,2014,"Richard Glatzer,Wash Westmoreland","Dakota Fanning,Susan Sarandon,Kevin Kline",0.5,Drama,Rated R,94 minutes
1005,"as above, so below",2014,John Erick Dowdle,"Perdita Weeks,Ben Feldman,Edwin Hodge,François Civil",2.5,"Horror, Thriller",Rated R,93 minutes
1006,rocks in my pockets,2014,Signe Baumane,,2.5,"Animation, Comedy, Drama",Rated NR,88 minutes
1007,cantinflas,2014,Sebastian del Amo,"Óscar Jaenada,Michael Imperioli,Luis Gerardo Mendez,Joaquín Cosio,Teresa Ruiz,Ilse Salas",2.0,Drama,Rated PG,106 minutes
1008,but always,2014,,,0.0,"Drama, Romance",Rated NR,106 minutes
1009,falcon rising,2014,Ernie Barbarash,"Michael Jai White,Neal McDonough,Laila Ali,Lateef Crowder,Hazuki Kato",3.0,"Action, Drama",Rated R,103 minutes
1010,the longest week,2014,Peter Glanz,"Olivia Wilde,Jason Bateman,Billy Crudup,Jenny Slate,Tony Roberts",1.0,"Comedy, Drama",Rated PG-13,86 minutes
1011,frontera,2014,Michael Berry,"Ed Harris,Eva Longoria,Michael Peña,Amy Madigan",2.5,"Drama, Western",Rated PG-13,103 minutes
1012,memphis,2014,Tim Sutton,"Willis Earl Beal,Constance Brantley,Larry Dodson,Devonte Hull,Lopaka Thomas",2.0,Drama,Rated NR,75 minutes
1013,the identical,2014,Dustin Marcellino,"Ashley Judd,Ray Liotta,Amanda Crew,Seth Green,Danny Woodburn,Brian Geraghty,Joe Pantoliano",1.5,"Drama, Music",Rated PG,107 minutes
1014,wetlands,2014,David Wnendt,"Carla Juri,Axel Milberg,Meret Becker,Peri Baumeister,Christoph Letkowski",3.0,"Comedy, Drama",Rated NR,105 minutes
1015,last days in vietnam,2014,Rory Kennedy,,4.0,"Documentary, History, War",Rated NR,98 minutes
1016,a long way down,2014,Pascal Chaumeil,"Pierce Brosnan,Toni Collette,Imogen Poots,Aaron Paul,Rosamund Pike,Zara White",1.5,"Comedy, Drama",Rated R,96 minutes
1017,magic in the moonlight,2014,Woody Allen,"Emma Stone,Colin Firth,Marcia Gay Harden,Hamish Linklater,Jacki Weaver,Simon McBurney,Eileen Atkins",2.5,"Comedy, Drama, Romance",Rated PG-13,97 minutes
1018,happy christmas,2014,Joe Swanberg,"Anna Kendrick,Melanie Lynskey,Mark Webber,Lena Dunham,Joe Swanberg",2.5,"Comedy, Drama",Rated R,78 minutes
1019,hercules,2014,Brett Ratner,"Dwayne Johnson,John Hurt,Ian McShane,Rufus Sewell,Aksel Hennie,Ingrid Bolsø Berdal,Joseph Fiennes",1.0,"Action, Adventure",Rated PG-13,98 minutes
1020,war story,2014,Mark Jackson,"Catherine Keener,Hafsia Herzi,Ben Kingsley",1.5,Drama,,90 minutes
1021,cabin fever: patient zero,2014,Kaare Andrews,"Sean Astin,Jillian Murray,Currie Graham,Ryan Donowho,Brando Eaton,Mitch Ryan,Solly Duran,Lydia Hearst,Claudette Lali,Juan 'Papo' Bancalari",1.5,Horror,Rated NR,91 minutes
1022,the almost man,2014,Martin Lund,"Henrik Rafaelsen,Janne Heltberg,Solvei Grimen Fosse,Per Kjerstad,Tore Sagen,Tov Sletta",2.0,"Comedy, Drama",,75 minutes
1023,louder than words,2014,Anthony Fabian,"Adelaide Kane,David Duchovny,Timothy Hutton,Xander Berkeley,Hope Davis,Victoria Tennant,Craig Bierko,Scott Cohen,Ben Rosenfield",1.5,"Drama, Family",Rated PG-13,95 minutes
1024,the strange little cat,2014,Ramon Zürcher,"Leon Beiersdorf,Matthias Dittmer,Monika Hetterle,Anjorka Strechel,Jenny Schily,Luk Pfaff",3.0,,,72 minutes
1025,moebius,2014,Kim Ki-duk,"JaeHyeon Jo,Young Ju Seo,Eun-woo Lee",3.0,Drama,,89 minutes
1026,behaving badly,2015,Tim Garrick,"Nat Wolff,Selena Gomez,Mary-Louise Parker,Elisabeth Shue,Heather Graham,Cary Elwes,Jason Lee,Dylan McDermott,Gary Busey,Patrick Warburton,Justin Bieber",1.0,Comedy,Rated R,97 minutes
1027,child of god,2014,James Franco,"James Franco,Tim Blake Nelson,Jim Parrack,Scott Haze",2.0,"Crime, Drama, Thriller",Rated R,104 minutes
1028,rich hill,2014,"Tracy Droz Tragos,Andrew Droz Palermo",,4.0,Documentary,,91 minutes
1029,get on up,2014,Tate Taylor,"Chadwick Boseman,Nelsan Ellis,Dan Aykroyd,Viola Davis,Lennie James,Fred Melamed,Taraji P. Henson,Fred Melamed,Octavia Spencer,Nick Eversman,Tika Sumpter,Keith Robinson,Craig Robinson,Jill Scott",2.0,"Drama, Music",Rated PG-13,139 minutes
1030,calvary,2014,John Michael McDonagh,"Brendan Gleeson,Chris O'Dowd,Kelly Reilly,Aidan Gillen,Dylan Moran,Isaach de Bankolé,M. Emmet Walsh,Marie-Josée Croze,Domhnall Gleeson",3.5,Drama,Rated R,100 minutes
1031,4 minute mile,2014,Charles-Olivier Michaud,"Kelly Blatz,Richard Jenkins,Cam Gigandet,Kim Basinger,Analeigh Tipton,Rhys Coiro",2.0,Drama,Rated PG-13,96 minutes
1032,land ho!,2014,"Aaron Katz,Martha Stephens","Paul Eenhoorn,Earl Lynn Nelson,Karrie Crouse,Elizabeth McKee",3.5,Comedy,Rated R,95 minutes
1033,rage,2014,Paco Cabezas,"Nicolas Cage,Rachel Nichols,Aubrey Peeples,Danny Glover,Peter Stormare",1.0,"Action, Crime, Thriller",Rated NR,92 minutes
1034,dawn of the planet of the apes,2014,Matt Reeves,"Andy Serkis,Jason Clarke,Gary Oldman,Keri Russell,Toby Kebbell,Kodi Smit-McPhee,Kirk Acevedo,Judy Greer",3.5,"Action, Drama, Science Fiction, Thriller",Rated PG-13,130 minutes
1035,boyhood,2014,Richard Linklater,"Ellar Coltrane,Patricia Arquette,Ethan Hawke,Lorelei Linklater",4.0,Drama,Rated R,164 minutes
1036,among ravens,2014,"Russell Friedenberg,Randy Redroad",,1.0,"Comedy, Drama",,
1037,a five star life,2014,Maria Sole Tognazzi,"Margherita Buy,Stefano Accorsi,Fabrizia Sacchi,Gianmarco Tognazzi,Lesley Manville",3.0,Drama,,85 minutes
1038,persecuted,2014,Daniel Lusko,"James Remar,Bruce Davison,Dean Stockwell,Fred Thompson,Brad Stine,Natalie Grant",1.0,"Action, Adventure, Drama, Thriller",Rated PG-13,91 minutes
1039,wish i was here,2014,Zach Braff,"Zach Braff,Kate Hudson,Joey King,Pierce Gagnon,Mandy Patinkin,Josh Gad,Ashley Greene,Jim Parsons",3.0,"Comedy, Drama",Rated R,120 minutes
1040,i origins,2014,Mike Cahill,"Michael Pitt,Brit Marling,Astrid Bergès-Frisbey,Steven Yeun,Archie Panjabi,Cara Seymour",3.0,"Drama, Science Fiction",Rated R,113 minutes
1041,alive inside,2014,Michael Rossato-Bennett,,2.0,Documentary,,73 minutes
1042,video games: the movie,2014,Jeremy Snead,"Sean Astin,Wil Wheaton,Zach Braff,Alison Haislip,Donald Faison,Chloe Dykstra,Chris Hardwick,Clare Grant,Nolan Bushnell",2.0,Documentary,Rated NR,105 minutes
1043,planes: fire & rescue,2014,Roberts Gannaway,"Dane Cook,Ed Harris,Julie Bowen,Curtis Armstrong,Hal Holbrook,Wes Studi,Regina King,Fred Willard,Jerry Stiller,Anne Meara",2.5,"Adventure, Animation, Comedy, Family",Rated PG,83 minutes
1044,the purge: anarchy,2014,James Demonaco,"Frank Grillo,Carmen Ejogo,Zach Gilford,Kiele Sanchez,Zoe Soul",2.0,"Horror, Thriller",Rated R,103 minutes
1045,sex tape,2014,Jake Kasdan,"Cameron Diaz,Jason Segel,Rob Lowe,Ellie Kemper,Rob Corddry,Jolene Blalock,Randall Park",1.5,Comedy,Rated R,97 minutes
1046,mood indigo,2014,Michel Gondry,"Romain Duris,Audrey Tautou,Gad Elmaleh,Omar Sy,Aïssa Maïga,Charlotte Lebon,Sacha Bourdo,Philippe Torreton",2.5,"Drama, Fantasy",Rated NR,94 minutes
1047,cannibal,2014,Manuel Martín Cuenca,"Antonio de la Torre,María Alfonsa Rosso,Olimpia Melinte",2.0,Thriller,,116 minutes
1048,a letter to momo,2014,Hiroyuki Okiura,"Karen Miyama,Toshiyuki Nishida,Yuka,Cho,Ikuko Tani,Kouichi Yamadera,Takeo Ogawa,Yoshisada Sakaguchi",3.0,"Animation, Drama",,120 minutes
1049,beneath,2014,Ben Ketai,"Brent Briscoe,Kurt Caceres,Eric Etebari,Jeff Fahey,Joey Kern,Kelly Noonan",1.0,Horror,,89 minutes
1050,a most wanted man,2014,Anton Corbijn,"Philip Seymour Hoffman,Rachel McAdams,Robin Wright,Daniel Brühl,Willem Dafoe,Grigoriy Dobrygin,Nina Hoss",2.5,Thriller,Rated R,121 minutes
1051,the kill team,2014,Dan Krauss,,3.5,Documentary,,79 minutes
1052,very good girls,2014,Naomi Foner,"Dakota Fanning,Elizabeth Olsen,Boyd Holbrook,Demi Moore,Richard Dreyfuss,Clare Foley,Peter Sarsgaard,Kiernan Shipka,Clark Gregg,Ellen Barkin",1.5,Drama,Rated R,91 minutes
1053,the fluffy movie,2014,"Manny Rodriguez,Jay Lavender","Gabriel Iglesias,Jeremy Ray Valdez,Juliocesar Chavez",2.0,"Comedy, Documentary",Rated PG-13,
1054,lucy,2014,Luc Besson,"Scarlett Johansson,Morgan Freeman,Choi Min-Sik,Analeigh Tipton,Amr Waked",3.0,"Action, Science Fiction",Rated R,90 minutes
1055,and so it goes,2014,Rob Reiner,"Michael Douglas,Diane Keaton,Sterling Jerins,Austin Lysy,Frances Sternhagen",1.5,"Comedy, Drama, Romance",Rated PG-13,
1056,finding fela,2014,Alex Gibney,,2.5,Documentary,,119 minutes
1057,guardians of the galaxy,2014,James Gunn,"Chris Pratt,Zoe Saldana,Bradley Cooper,Dave Bautista,Vin Diesel,Lee Pace,Karen Gillan,Josh Brolin,Laura Haddock,Benicio Del Toro,Djimon Hounsou,John C. Reilly,Michael Rooker,Glenn Close",3.0,"Adventure, Fantasy, Science Fiction",Rated PG-13,122 minutes
1058,the dog,2014,"Allison Berg,François Keraudren",,4.0,Documentary,,100 minutes
1059,fifi howls from happiness,2014,Mitra Farahani,,3.0,Documentary,,96 minutes
1060,after,2014,Pieter Gaspersz,"Kathleen Quinlan,John Doman,Pablo Schreiber,Sabrina Gennarino,Adam Scarimbolo,Diane Neal,Darrin DeWitt Henson,Bruno Gunn,Mandy Gonzalez",2.0,"Drama, Mystery",Rated R,
1061,what if,2014,Michael Dowse,"Daniel Radcliffe,Zoe Kazan,Rafe Spall,Megan Park,Adam Driver,Mackenzie Davis",2.5,"Comedy, Romance",Rated PG-13,102 minutes
1062,a master builder,2014,Jonathan Demme,"Wallace Shawn,Julie Hagerty,Larry Pine,Andre Gregory",3.0,Drama,Rated NR,130 minutes
1063,teenage mutant ninja turtles,2014,Jonathan Liebesman,"Megan Fox,Alan Ritchson,Will Arnett,Noel Fisher,Johnny Knoxville,William Fichtner,Minae Noji,Jeremy Howard,Whoopi Goldberg,Danny Woodburn,Abby Elliott,Tony Shalhoub",1.5,"Action, Adventure, Comedy, Fantasy, Science Fiction",Rated PG-13,101 minutes
1064,into the storm,2014,Steven Quale,"Richard Armitage,Sarah Wayne Callies,Matt Walsh,Max Deacon,Nathan Kress,Alycia Debnam Carey,Jeremy Sumpter,Kyle Davis",2.0,Thriller,Rated PG-13,89 minutes
1065,about alex,2014,Jesse Zwick,"Aubrey Plaza,Max Greenfield,Max Minghella,Jason Ritter,Nate Parker,Maggie Grace,Jane Levy",2.5,Drama,Rated R,96 minutes
1066,let's be cops,2014,Luke Greenfield,"Jake M. Johnson,Damon Wayans, Jr.,Nina Dobrev,Rob Riggle,James D'Arcy,Keegan Michael Key,Andy Garcia,Jonathan Lajoie",1.5,"Action, Comedy",Rated R,104 minutes
1067,step up all in,2014,Trish Sie,"Ryan Guzman,Briana Evigan,Adam G. Sevani,Misha Gabriel,Stephen Boss,Izabella Miko",2.0,"Drama, Music, Romance",Rated PG-13,112 minutes
1068,the hundred-foot journey,2014,Lasse Hallström,"Helen Mirren,Om Puri,Manish Dayal,Charlotte Le Bon,Amit Shah",2.0,Drama,Rated PG,122 minutes
1069,the trip to italy,2014,Michael Winterbottom,"Steve Coogan,Rob Brydon,Rosie Fellner",3.5,"Comedy, Drama",,108 minutes
1070,coldwater,2014,Vincent Grashaw,"P.J. Boudousqué,James C. Burns,Chris Petrovski,Octavius J. Johnson,Nicholas Bateman,Stephanie Simbari,Mackenzie Sidwell Graff",2.0,"Drama, Thriller",,104 minutes
1071,jealousy,2014,Philippe Garrel,"Louis Garrel,Anna Mouglalis",2.0,Drama,,77 minutes
1072,ragnarok,2014,Mikkel Brænne Sandemose,"Pål Sverre Valheim Hagen,Nicolai Cleve Broch,Bjørn Sundquist,Sofia Helin,Maria Annette Tanderød Berglyd,Julian Podolski,Jens Hultén,Terje Strømdahl",3.0,"Action, Adventure, Fantasy",Rated PG-13,120 minutes
1073,life after beth,2014,Jeff Baena,"Aubrey Plaza,Dane DeHaan,John C. Reilly,Molly Shannon,Cheryl Hines,Paul Reiser,Anna Kendrick,Alia Shawkat,Matthew Gray Gubler",2.0,"Comedy, Horror",Rated R,91 minutes
1074,level five,2014,Chris Marker,Catherine Belkhodja,3.5,"Documentary, Romance, War",,106 minutes
1075,abuse of weakness,2014,Catherine Breillat,"Isabelle Huppert,Kool Shen",4.0,Drama,,105 minutes
1076,frank,2014,Lenny Abrahamson,"Michael Fassbender,Maggie Gyllenhaal,Domhnall Gleeson,Scoot McNairy,Tess Harper",3.0,"Comedy, Drama, Mystery",Rated R,96 minutes
1077,dinosaur 13,2014,Todd Douglas Miller,,3.0,Documentary,,95 minutes
1078,the expendables 3,2014,Patrick Hughes,"Sylvester Stallone,Jason Statham,Terry Crews,Randy Couture,Antonio Banderas,Jet Li,Wesley Snipes,Dolph Lundgren,Glen Powell,Mel Gibson,Harrison Ford,Arnold Schwarzenegger,Kellan Lutz,Kelsey Grammer,Robert Davi,Ronda Rousey,Victor Ortiz",3.0,"Action, Adventure, Thriller",Rated PG-13,126 minutes
1079,the giver,2014,Phillip Noyce,"Jeff Bridges,Meryl Streep,Brenton Thwaites,Alexander Skarsgård,Katie Holmes,Odeya Rush,Cameron Monaghan,Taylor Swift",2.0,Science Fiction,Rated PG-13,94 minutes
1080,love is strange,2014,Ira Sachs,"John Lithgow,Alfred Molina,Marisa Tomei,Darren E. Burrows,Charlie Tahan,Cheyenne Jackson,Christina Kirk",4.0,Drama,Rated R,98 minutes
1081,the possession of michael king,2014,David Jung,"Shane Johnson,Cara Pifko",1.0,Thriller,Rated R,
1082,if i stay,2014,R.J. Cutler,"Chloë Grace Moretz,Mireille Enos,Jamie Blackley,Joshua Leonard,Liana Liberato,Stacy Keach",2.5,Drama,Rated PG-13,106 minutes
1083,the one i love,2014,Charlie McDowell,"Mark Duplass,Elisabeth Moss,Ted Danson",3.0,Drama,Rated R,91 minutes
1084,are you here,2014,Matthew Weiner,"Owen Wilson,Zach Galifianakis,Jason Davis,Amy Poehler,Matt Cornwell",1.5,Comedy,Rated R,112 minutes
1085,when the game stands tall,2014,Thomas Carter,"Jim Caviezel,Alexander Ludwig,Michael Chiklis,Laura Dern,Clancy Brown",2.0,Drama,Rated PG,115 minutes
1086,to be takei,2014,Jennifer M. Kroot,"George Takei,Leonard Nimoy,William Shatner,Nichelle Nichols,Lea Salonga,Howard Stern",3.0,Documentary,,90 minutes
1087,sin city: a dame to kill for,2014,"Frank Miller,Robert Rodriguez","Jessica Alba,Mickey Rourke,Jaime King,Rosario Dawson,Joseph Gordon-Levitt,Dennis Haysbert,Jamie Chung,Josh Brolin,Powers Boothe,Eva Green,Stacy Keach,Ray Liotta,Christopher Meloni,Juno Temple,Bruce Willis,Julia Garner",3.0,"Action, Drama, Thriller",Rated R,102 minutes
1088,that man from rio,1964,Philippe de Broca,"Jean-Paul Belmondo,Françoise Dorléac,Jean Servais,Simone Renant,Adolfo Celi,Roger Dumas,Daniel Ceccaldi,Ubiracy De Oliveira,Milton Ribeiro,Lucien Raimbourg",3.5,"Action, Adventure, Comedy",,112 minutes
1089,the pleasures of being out of step,2014,David L. Lewis,,3.0,Documentary,,87 minutes
1090,code black,2014,Ryan McGarry,,2.5,Documentary,,78 minutes
1091,transformers: age of extinction,2014,Michael Bay,"Mark Wahlberg,Nicola Peltz,Stanley Tucci,Kelsey Grammer,Jack Reynor,Sophia Myles,Li Bingbing,Titus Welliver",2.5,"Action, Adventure, Science Fiction",Rated PG-13,120 minutes
1092,jackpot,2014,Magnus Martens,"Kyrre Hellum,Mads Ousdal,Henrik Mestad,Andreas Cappelen,Arthur Berning,Lena Kristin Ellingsen,Fridtjov Såheim",1.5,"Action, Comedy, Crime",Rated NR,90 minutes
1093,la bare,2014,Joe Manganiello,,3.0,Documentary,Rated R,93 minutes
1094,nothing bad can happen,2014,Katrin Gebbe,"Julius Feldmeier,Sascha Alexander Gersak,Swantje Kohlhof,Annika Kuhl,Daniel Michel",2.5,Drama,,110 minutes
1095,they came together,2014,David Wain,"Paul Rudd,Amy Poehler,Cobie Smulders,Melanie Lynskey,Max Greenfield,Ellie Kemper,Jason Mantzoukas,Ed Helms,Michael Ian Black,Bill Hader,Christopher Meloni",1.5,Comedy,Rated R,83 minutes
1096,whitey: united states of america v. james j. bulger,2014,Joe Berlinger,,3.5,Documentary,Rated R,120 minutes
1097,begin again,2014,John Carney,"Mark Ruffalo,Keira Knightley,James Corden,Hailee Steinfeld,Mos Def,Adam Levine,Cee Lo Green,Catherine Keener",3.0,"Drama, Music, Romance",Rated R,104 minutes
1098,america,2014,"Dinesh D'Souza,John Sullivan",,1.0,Documentary,Rated PG-13,
1099,snowpiercer,2014,Joon-ho Bong,"Chris Evans,Jamie Bell,John Hurt,Tilda Swinton,Alison Pill,Octavia Spencer,Ewen Bremner",3.5,"Action, Drama, Science Fiction",Rated R,126 minutes
1100,the internet's own boy: the story of aaron swartz,2014,Brian Knappenberger,,3.0,Documentary,,105 minutes
1101,siddharth,2014,Richie Mehta,"Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora,Shobha Sharma Jassi,Geeta Agrawal Sharma",3.0,"Drama, Foreign",,96 minutes
1102,earth to echo,2014,Dave Green,"Teo Halm,Astro,Resse Hartwig,Ella Wahlestedt,Jason Gray-Stanford,Cassius Willis,Drake Kemper",2.0,"Action, Adventure, Science Fiction",Rated PG,
1103,deliver us from evil,2014,Scott Derrickson,"Eric Bana,Edgar Ramirez,Olivia Munn,Chris Coy,Dorian Missick,Joel McHale",1.0,"Crime, Horror, Thriller",Rated R,118 minutes
1104,tammy,2014,Ben Falcone,"Melissa McCarthy,Susan Sarandon,Kathy Bates,Allison Janney,Dan Aykroyd,Gary Cole,Sandra Oh,Mark Duplass,Toni Collette,Nat Faxon,Ben Falcone",2.5,Comedy,Rated R,96 minutes
1105,life itself,2014,Steve James,Roger Ebert,3.5,Documentary,Rated R,112 minutes
1106,closed curtain,2014,"Jafar Panahi,Kambuzia Partovi","Kambuzia Partovi,Maryam Moqadam,Jafar Panahi,Hadi Saeedi,Azadeh Torabi,Abolghasem Sobhani,Zeynab Kanoum",3.0,,,106 minutes
1107,affluenza,2014,Kevin Asch,"Ben Rosenfeld,Gregg Sulkin,Nicola Peltz,Grant Gustin,Steve Guttenberg,Samantha Mathis",1.5,"Drama, Romance",,85 minutes
1108,me and you,2014,Bernardo Bertolucci,"Jacopo Olmo Antinori,Tea Falco,Sonia Bergamasco,tommaso ragno",2.5,"Drama, Foreign",,96 minutes
1109,as it is in heaven,2014,Joshua Overbay,"Sylvia Boykin,Luke Beavers,Abi Van Andel,Meredith Cave,Todd Bagley,Shannon Kathleen Baker,Chris Nelson",3.0,Drama,,86 minutes
1110,honour,2014,Shan Khan,"Aiysha Hart,Paddy Considine,Faraz Ayub,Shubham Saraf,Harvey Virdi,Nikesh Patel",2.5,"Drama, Thriller",,104 minutes
1111,the empty hours,2014,Aaron Fernandez Lesur,"Adriana Paz,Amaranta Abril,Bartolo Campos,Eliseo Lara Martínez,Fermín Martínez ,Kristyan Ferrer,Norma Pablo,Rebeca Villacorte,Sergio Lasgón",3.0,Romance,,101 minutes
1112,ivory tower,2014,Andrew Rossi,,2.5,Documentary,Rated PG-13,97 minutes
1113,a coffee in berlin,2014,Jan Ole Gerster,"Tom Schilling,Marc Hosemann,Friederike Kempter,Justus von Dohnányi,Andreas Schröders,Inga Birkenfeld,Martin Brambach,Annika Ernst",3.5,"Comedy, Drama",,83 minutes
1114,i am i,2014,Jocelyn Towne,"Simon Helberg,Jason Ritter,Jocelyn Towne,Kevin Tighe",2.0,"Documentary, Drama, Foreign",,
1115,witching & bitching,2014,Álex de la Iglesia,"Hugo Silva,Mario Casas,Carmen Maura,Javier Botet,Carolina Bang,Carlos Areces,Macarena Gómez,Pepón Nieto,Secun de la Rosa,María Barranco,Terele Pávez,Enrique Villén,Santiago Segura",3.0,"Comedy, Horror",,104 minutes
